,estimator,min_score,mean_score,max_score,std_score,parameters
1083,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1082,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1081,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1138,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1139,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1080,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1079,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1078,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1140,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
1038,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.1}"
1037,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.1}"
1036,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.1}"
982,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1183,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 1}"
102,RF,0.000,0.575,1.000,0.297,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
50,RF,0.000,0.575,1.000,0.336,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
49,RF,0.000,0.575,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
104,RF,0.250,0.575,1.000,0.251,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
991,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
990,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
989,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
988,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
987,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
986,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
985,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
984,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
983,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
981,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1168,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 1}"
980,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
979,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
978,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
1200,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 1}"
1201,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 1}"
977,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
976,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 0.1}"
974,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.1}"
1110,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
973,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.1}"
972,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.1}"
1203,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 1}"
110,RF,0.250,0.575,1.000,0.225,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1204,SVM,0.500,0.575,0.750,0.115,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 1}"
101,RF,0.000,0.575,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1182,SVM,0.250,0.575,0.750,0.195,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 1}"
99,RF,0.000,0.575,1.000,0.275,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
